id,name,instructions,prep_time,cook_time,complexity,cuisine_type,meal_type,calories,protein,carbs,fats,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,diabetes_friendly,hypertension_friendly,heart_healthy,low_fodmap,renal_friendly,glycemic_impact,dash_diet_score,anti_inflammatory_score,omega3_content,fiber_content,prep_difficulty,equipment_required,batch_cook_friendly,meal_prep_time,cost_rating,ingredient_accessibility,flavor_profile,texture_profile,optimal_serving_times,seasonality,satiety_index,palatability_score,keto_compatible,paleo_compatible,vegan_compatible,energy_density,meal_completeness,estimated_cost,serving_temperature
510,Recipe_510_Mexican_breakfast,Instructions for recipe 510,61,92,Advanced,Mexican,breakfast,990.5,56.3,138.4,39.7,0,0,0,0,0,0,1,1,0,19.2,4.8,9.2,3.9,3.8,Intermediate,Professional,1,12,$,Rare,Sweet,Creamy,Morning,Summer,7.8,2.5,0,0,0,Low,Side Dish,19.84,Cold
511,Recipe_511_Indian_dinner,Instructions for recipe 511,20,18,Basic,Indian,dinner,491.3,22.4,46.5,26.1,0,0,0,0,1,1,0,0,1,68.2,8.1,0.8,1.7,1.5,Intermediate,Professional,0,118,$$$,Common,Savory,Crispy,Morning,Spring,9.6,8.0,0,0,1,Medium,Snack,2.6,Room Temp
512,Recipe_512_Mediterranean_lunch,Instructions for recipe 512,40,53,Intermediate,Mediterranean,lunch,778.4,46.8,110.7,50.1,0,0,0,0,0,0,0,0,0,41.0,0.2,4.8,2.4,12.5,Intermediate,Basic,0,107,$,Rare,Savory,Soft,Evening,Fall,2.2,7.7,1,1,1,Medium,Snack,17.44,Cold
513,Recipe_513_Mediterranean_snack,Instructions for recipe 513,38,42,Intermediate,Mediterranean,snack,768.7,47.4,46.0,31.3,0,0,0,0,0,0,0,0,0,99.2,8.0,7.6,3.3,14.9,Advanced,Basic,0,115,$$,Specialty,Spicy,Soft,Afternoon,All Season,6.6,3.1,0,1,0,Medium,Complete Meal,18.09,Hot
514,Recipe_514_Western_dinner,Instructions for recipe 514,18,16,Basic,Western,dinner,539.8,13.8,59.4,26.4,0,0,0,0,1,1,1,1,1,0.1,9.7,3.5,2.2,3.3,Advanced,Basic,0,72,$,Common,Savory,Soft,Morning,All Season,6.8,2.3,0,0,1,Medium,Complete Meal,19.86,Hot
515,Recipe_515_Mediterranean_snack,Instructions for recipe 515,8,9,Basic,Mediterranean,snack,208.6,25.6,5.3,17.6,0,0,0,0,0,0,1,1,0,87.5,2.9,0.5,2.9,7.4,Intermediate,Professional,0,33,$,Common,Sweet,Crispy,Evening,Winter,8.3,8.2,0,1,1,High,Side Dish,11.14,Room Temp
516,Recipe_516_Indian_dinner,Instructions for recipe 516,60,63,Advanced,Indian,dinner,802.1,61.6,63.5,51.2,0,0,0,0,1,0,0,1,1,60.3,9.0,9.8,1.5,12.0,Beginner,Specialized,1,76,$$$,Common,Bitter,Crunchy,Afternoon,Spring,7.4,3.6,0,1,1,High,Snack,7.91,Cold
517,Recipe_517_Asian_breakfast,Instructions for recipe 517,11,17,Basic,Asian,breakfast,885.8,52.8,91.2,46.7,1,0,0,0,0,0,1,1,1,73.2,5.7,6.9,0.1,10.6,Intermediate,Specialized,0,24,$$,Specialty,Savory,Creamy,Evening,Summer,3.7,3.9,0,1,1,Low,Snack,9.2,Hot
518,Recipe_518_Indian_snack,Instructions for recipe 518,10,26,Basic,Indian,snack,652.1,34.4,111.5,33.1,0,0,0,0,0,0,1,0,0,1.2,3.1,1.9,4.2,14.6,Beginner,Basic,0,48,$$,Common,Spicy,Crunchy,Afternoon,Summer,8.5,8.9,0,0,1,High,Snack,13.24,Room Temp
519,Recipe_519_Mexican_lunch,Instructions for recipe 519,5,5,Basic,Mexican,lunch,494.5,34.7,20.3,23.0,0,0,0,1,0,0,1,0,0,59.1,8.3,9.3,1.6,5.7,Intermediate,Specialized,0,5,$,Specialty,Umami,Crispy,Anytime,Winter,1.7,0.0,1,1,1,Medium,Complete Meal,10.97,Room Temp
520,Recipe_520_Indian_dinner,Instructions for recipe 520,15,7,Basic,Indian,dinner,497.4,13.4,39.3,29.0,0,0,0,1,1,1,0,1,1,64.7,4.5,10.0,3.6,11.4,Beginner,Specialized,1,100,$$,Common,Umami,Chewy,Morning,Spring,8.7,1.5,0,1,0,Medium,Side Dish,15.79,Cold
521,Recipe_521_Western_breakfast,Instructions for recipe 521,17,20,Basic,Western,breakfast,46.6,2.4,9.2,1.3,1,1,0,0,0,0,0,0,1,59.6,9.2,6.1,3.6,11.0,Beginner,Basic,1,44,$$,Rare,Spicy,Soft,Afternoon,All Season,4.6,6.4,1,0,0,Low,Snack,19.87,Cold
522,Recipe_522_Indian_dinner,Instructions for recipe 522,19,34,Intermediate,Indian,dinner,633.9,33.6,72.8,28.8,0,0,0,0,0,1,0,0,0,49.5,6.6,1.7,2.6,4.2,Advanced,Basic,0,25,$$,Specialty,Umami,Soft,Afternoon,Spring,9.8,2.7,0,0,1,Medium,Complete Meal,2.65,Cold
523,Recipe_523_Asian_lunch,Instructions for recipe 523,36,39,Intermediate,Asian,lunch,794.0,47.1,101.8,28.2,1,0,0,0,0,1,1,0,0,93.8,3.4,0.9,2.3,0.7,Advanced,Basic,1,26,$$,Rare,Savory,Crispy,Anytime,Fall,0.4,7.3,0,1,0,Medium,Side Dish,4.49,Hot
524,Recipe_524_Mediterranean_dinner,Instructions for recipe 524,20,29,Basic,Mediterranean,dinner,452.7,44.1,27.8,19.0,0,0,1,0,1,0,0,1,0,52.0,9.6,2.2,2.8,2.7,Beginner,Specialized,1,78,$,Common,Umami,Chewy,Morning,All Season,6.0,4.9,1,0,0,Low,Complete Meal,3.96,Room Temp
525,Recipe_525_Asian_breakfast,Instructions for recipe 525,12,24,Basic,Asian,breakfast,73.7,1.2,21.1,1.6,0,0,1,0,1,0,1,1,1,77.4,3.1,6.5,2.7,6.7,Intermediate,Professional,0,84,$$$,Specialty,Spicy,Soft,Anytime,All Season,7.6,5.0,0,1,1,High,Snack,10.71,Room Temp
526,Recipe_526_Indian_dinner,Instructions for recipe 526,20,28,Intermediate,Indian,dinner,1260.2,61.0,108.4,70.4,0,0,0,1,0,0,0,1,1,6.9,2.2,3.1,3.6,11.7,Intermediate,Professional,1,95,$,Specialty,Bitter,Creamy,Morning,Fall,1.5,5.6,0,1,1,Low,Side Dish,14.69,Cold
527,Recipe_527_Mexican_lunch,Instructions for recipe 527,17,9,Basic,Mexican,lunch,551.3,19.8,89.0,17.5,1,0,0,0,1,1,1,0,1,3.7,7.5,7.0,2.8,12.4,Intermediate,Specialized,0,110,$,Rare,Spicy,Crispy,Morning,Fall,7.0,5.3,0,0,0,High,Side Dish,11.18,Cold
528,Recipe_528_Mexican_snack,Instructions for recipe 528,5,12,Basic,Mexican,snack,250.0,13.7,34.9,19.4,1,0,0,0,0,1,1,1,1,88.3,6.5,3.4,4.9,14.5,Advanced,Specialized,1,100,$,Rare,Savory,Crunchy,Afternoon,Summer,0.1,1.3,0,0,1,Medium,Snack,18.93,Room Temp
529,Recipe_529_Mediterranean_snack,Instructions for recipe 529,9,27,Basic,Mediterranean,snack,311.1,8.7,27.6,25.2,0,0,0,0,0,1,1,0,1,5.5,8.1,2.9,3.3,14.4,Intermediate,Professional,0,56,$,Common,Bitter,Soft,Morning,Winter,6.1,4.0,1,1,0,Low,Side Dish,6.73,Cold
530,Recipe_530_Western_dinner,Instructions for recipe 530,60,69,Advanced,Western,dinner,913.6,43.8,145.6,44.3,0,0,0,0,0,1,1,0,1,1.5,4.9,8.4,2.6,1.0,Beginner,Professional,1,23,$$,Rare,Spicy,Crispy,Evening,Winter,1.6,1.9,0,0,0,Low,Side Dish,9.85,Room Temp
531,Recipe_531_Indian_dinner,Instructions for recipe 531,29,56,Intermediate,Indian,dinner,917.1,52.5,35.9,63.0,0,0,0,0,0,0,0,0,0,6.6,7.0,4.1,4.5,2.9,Beginner,Professional,0,66,$$,Common,Umami,Crispy,Afternoon,Summer,2.4,2.2,0,0,1,Medium,Snack,4.14,Hot
532,Recipe_532_Mexican_dinner,Instructions for recipe 532,36,38,Intermediate,Mexican,dinner,606.4,21.4,72.5,30.3,0,0,1,0,0,0,1,1,1,7.8,0.7,3.0,3.6,1.0,Advanced,Professional,0,98,$,Specialty,Spicy,Chewy,Afternoon,Spring,4.2,8.2,1,0,0,Medium,Complete Meal,13.2,Cold
533,Recipe_533_Mediterranean_dinner,Instructions for recipe 533,18,17,Basic,Mediterranean,dinner,394.6,43.4,22.8,36.3,1,0,0,0,1,1,0,1,1,24.8,8.3,5.4,1.3,8.5,Advanced,Basic,1,89,$$$,Rare,Spicy,Creamy,Evening,Summer,6.5,0.6,1,1,1,Medium,Snack,14.96,Hot
534,Recipe_534_Indian_snack,Instructions for recipe 534,20,36,Intermediate,Indian,snack,343.7,19.4,35.0,16.3,0,0,0,0,0,1,0,1,0,41.0,6.0,9.8,2.4,8.3,Intermediate,Specialized,1,38,$$$,Common,Sweet,Soft,Afternoon,Spring,3.0,1.5,0,1,0,Medium,Snack,4.73,Cold
535,Recipe_535_Mexican_dinner,Instructions for recipe 535,9,26,Basic,Mexican,dinner,565.1,19.4,18.5,39.8,1,0,0,0,1,0,1,1,1,84.2,4.1,5.7,2.7,13.6,Intermediate,Basic,1,85,$$$,Specialty,Umami,Soft,Morning,Winter,3.6,8.2,0,1,1,High,Snack,16.67,Cold
536,Recipe_536_Indian_breakfast,Instructions for recipe 536,77,53,Advanced,Indian,breakfast,972.9,41.3,149.5,33.3,0,0,0,0,1,0,1,0,0,17.7,7.3,6.0,4.1,12.0,Beginner,Professional,0,14,$,Specialty,Sweet,Soft,Anytime,Spring,2.7,3.3,1,1,0,High,Complete Meal,16.29,Cold
537,Recipe_537_Asian_lunch,Instructions for recipe 537,40,30,Intermediate,Asian,lunch,1253.5,74.1,76.7,98.8,0,0,0,0,1,1,1,0,1,79.8,6.5,0.2,2.9,1.2,Intermediate,Specialized,0,32,$$,Specialty,Umami,Crunchy,Morning,Spring,0.5,4.0,0,0,0,High,Snack,3.51,Cold
538,Recipe_538_Asian_breakfast,Instructions for recipe 538,13,21,Basic,Asian,breakfast,307.6,11.4,60.6,11.1,0,0,0,0,1,0,1,1,1,27.3,6.8,3.3,4.4,3.0,Advanced,Specialized,0,97,$$$,Common,Bitter,Crunchy,Evening,Winter,3.9,9.4,1,0,1,Medium,Snack,14.52,Hot
539,Recipe_539_Indian_breakfast,Instructions for recipe 539,21,29,Intermediate,Indian,breakfast,1089.7,43.9,122.4,43.8,0,0,0,0,0,0,1,1,1,43.5,8.9,5.8,3.5,12.2,Beginner,Specialized,1,81,$$$,Rare,Savory,Crunchy,Morning,Winter,3.1,1.8,0,0,1,High,Snack,6.28,Cold
540,Recipe_540_Asian_snack,Instructions for recipe 540,16,5,Basic,Asian,snack,531.2,24.5,82.9,15.4,0,0,0,0,1,1,0,1,1,31.7,2.5,0.1,0.8,12.4,Advanced,Specialized,0,114,$$$,Rare,Sweet,Chewy,Afternoon,All Season,5.4,7.9,0,1,1,Medium,Complete Meal,12.43,Hot
541,Recipe_541_Asian_dinner,Instructions for recipe 541,10,25,Basic,Asian,dinner,307.4,15.0,33.6,28.1,1,0,0,0,0,0,1,1,0,74.9,1.5,8.3,2.1,6.2,Advanced,Professional,1,7,$$,Common,Savory,Crunchy,Evening,Winter,2.3,6.8,1,0,1,Medium,Complete Meal,4.76,Room Temp
542,Recipe_542_Western_breakfast,Instructions for recipe 542,17,18,Basic,Western,breakfast,255.9,9.3,51.7,3.5,0,0,0,0,1,0,1,0,0,37.4,5.2,0.5,2.4,13.7,Advanced,Professional,0,62,$,Specialty,Savory,Creamy,Evening,Fall,2.4,6.7,0,0,0,Low,Snack,11.18,Room Temp
543,Recipe_543_Indian_snack,Instructions for recipe 543,23,52,Intermediate,Indian,snack,843.9,30.2,119.2,33.0,0,0,0,0,0,1,1,0,1,29.7,3.6,1.3,4.1,0.8,Intermediate,Specialized,1,48,$$,Specialty,Savory,Crunchy,Evening,Winter,4.9,2.7,0,1,1,Low,Snack,2.06,Hot
544,Recipe_544_Asian_breakfast,Instructions for recipe 544,52,83,Advanced,Asian,breakfast,1492.7,103.0,100.2,103.4,0,0,0,0,0,0,0,1,0,94.5,5.2,4.8,3.6,11.8,Beginner,Professional,0,72,$,Rare,Sweet,Crunchy,Anytime,Summer,1.9,1.3,0,1,1,Low,Snack,5.6,Hot
545,Recipe_545_Mediterranean_breakfast,Instructions for recipe 545,11,25,Basic,Mediterranean,breakfast,360.7,7.1,46.3,14.1,0,0,0,0,0,1,1,1,1,10.0,10.0,8.0,2.7,2.6,Beginner,Specialized,1,9,$,Common,Bitter,Crunchy,Afternoon,All Season,3.9,8.1,0,0,0,Low,Complete Meal,16.64,Cold
546,Recipe_546_Mexican_dinner,Instructions for recipe 546,12,27,Basic,Mexican,dinner,382.8,12.8,13.6,23.0,0,0,0,0,0,0,0,1,1,67.7,8.4,6.2,4.7,3.2,Advanced,Professional,0,88,$$,Common,Spicy,Chewy,Morning,Summer,3.0,0.6,1,0,1,Medium,Snack,2.37,Room Temp
547,Recipe_547_Indian_snack,Instructions for recipe 547,10,8,Basic,Indian,snack,745.0,62.5,47.8,50.0,1,0,0,0,0,0,1,0,1,6.3,8.4,5.9,4.9,8.4,Beginner,Basic,1,100,$,Rare,Savory,Soft,Anytime,All Season,7.3,8.8,0,1,0,Low,Complete Meal,5.26,Cold
548,Recipe_548_Asian_breakfast,Instructions for recipe 548,7,30,Basic,Asian,breakfast,380.9,29.4,30.5,13.5,0,0,0,0,0,0,0,1,0,46.8,9.0,3.7,1.7,8.7,Intermediate,Basic,1,67,$$$,Rare,Bitter,Creamy,Afternoon,Summer,9.6,5.8,1,0,0,Medium,Snack,3.52,Room Temp
549,Recipe_549_Mediterranean_snack,Instructions for recipe 549,12,22,Basic,Mediterranean,snack,175.5,5.6,38.0,4.5,1,1,0,0,0,0,0,1,1,49.5,6.9,7.2,1.2,2.0,Beginner,Specialized,0,39,$$,Rare,Savory,Crunchy,Morning,All Season,9.2,5.0,0,1,0,Low,Snack,17.84,Cold
550,Recipe_550_Indian_lunch,Instructions for recipe 550,29,36,Intermediate,Indian,lunch,425.0,16.1,64.0,22.9,0,0,0,0,0,1,0,0,1,76.6,3.5,9.4,0.7,7.2,Advanced,Professional,0,17,$,Common,Savory,Creamy,Anytime,Winter,1.8,7.3,1,1,1,Medium,Snack,4.78,Hot
551,Recipe_551_Indian_breakfast,Instructions for recipe 551,23,38,Intermediate,Indian,breakfast,373.6,9.1,23.7,20.0,0,0,1,0,1,1,0,0,1,22.7,7.8,3.1,1.2,14.2,Intermediate,Basic,0,28,$,Common,Umami,Chewy,Evening,Fall,0.6,6.5,1,1,0,Low,Side Dish,12.41,Cold
552,Recipe_552_Mediterranean_dinner,Instructions for recipe 552,26,48,Intermediate,Mediterranean,dinner,1196.4,70.1,103.6,65.6,0,0,0,1,0,1,1,0,0,67.0,2.1,6.1,4.3,7.7,Advanced,Specialized,0,8,$,Specialty,Spicy,Crunchy,Evening,Winter,8.1,5.5,0,0,1,Medium,Side Dish,18.69,Cold
553,Recipe_553_Mediterranean_lunch,Instructions for recipe 553,38,63,Advanced,Mediterranean,lunch,1470.0,89.3,81.9,102.7,0,0,0,0,1,1,0,0,1,37.0,4.0,6.2,4.0,0.8,Intermediate,Basic,1,88,$$,Specialty,Savory,Creamy,Afternoon,Fall,2.1,2.9,1,0,0,Low,Snack,3.06,Hot
554,Recipe_554_Indian_breakfast,Instructions for recipe 554,68,94,Advanced,Indian,breakfast,670.4,19.5,63.8,37.8,1,0,0,0,1,0,1,1,1,96.4,0.7,0.1,0.9,10.1,Advanced,Professional,1,38,$$$,Rare,Bitter,Crunchy,Afternoon,Winter,8.3,6.5,1,0,0,Low,Snack,5.26,Room Temp
555,Recipe_555_Mediterranean_lunch,Instructions for recipe 555,19,15,Basic,Mediterranean,lunch,518.3,42.6,46.0,27.8,1,0,0,0,0,0,0,1,1,66.4,3.3,1.7,2.7,11.2,Beginner,Professional,1,27,$$,Rare,Spicy,Chewy,Afternoon,Fall,8.5,2.7,1,1,0,High,Complete Meal,18.74,Room Temp
556,Recipe_556_Asian_dinner,Instructions for recipe 556,17,9,Basic,Asian,dinner,533.8,36.0,64.9,23.1,0,0,0,0,0,1,0,0,0,10.9,2.9,7.2,4.0,0.6,Beginner,Basic,1,16,$$$,Specialty,Umami,Soft,Evening,Spring,8.7,9.1,1,0,1,Medium,Snack,17.01,Room Temp
557,Recipe_557_Western_lunch,Instructions for recipe 557,22,43,Intermediate,Western,lunch,1217.8,77.5,94.7,59.8,0,0,0,0,1,0,0,1,1,33.6,4.6,1.1,1.2,14.0,Advanced,Basic,1,29,$,Rare,Sweet,Creamy,Anytime,Spring,8.5,4.2,1,0,1,High,Complete Meal,3.93,Cold
558,Recipe_558_Mediterranean_lunch,Instructions for recipe 558,16,9,Basic,Mediterranean,lunch,396.2,9.7,39.3,18.2,0,0,0,0,0,0,0,0,0,98.7,9.7,5.8,1.5,10.7,Intermediate,Professional,0,100,$$$,Common,Bitter,Creamy,Afternoon,Spring,4.0,9.2,1,1,1,Low,Complete Meal,11.71,Room Temp
559,Recipe_559_Western_lunch,Instructions for recipe 559,82,60,Advanced,Western,lunch,899.3,44.5,98.6,43.1,1,0,0,0,1,1,1,1,1,52.0,5.2,5.7,3.6,12.6,Beginner,Specialized,0,36,$,Specialty,Umami,Soft,Afternoon,Winter,2.9,7.2,1,1,1,Low,Complete Meal,3.93,Hot
560,Recipe_560_Indian_lunch,Instructions for recipe 560,15,45,Intermediate,Indian,lunch,1182.9,69.8,107.0,62.3,0,0,0,0,1,1,1,1,1,57.0,5.7,0.6,1.5,6.6,Advanced,Basic,0,12,$,Specialty,Umami,Chewy,Evening,Summer,4.4,2.3,0,1,1,High,Snack,13.69,Hot
561,Recipe_561_Mexican_snack,Instructions for recipe 561,83,62,Advanced,Mexican,snack,1561.9,74.1,117.6,77.6,0,0,0,0,1,1,0,0,0,49.3,2.1,8.2,2.6,14.0,Beginner,Basic,1,41,$$,Common,Sweet,Soft,Morning,Spring,0.1,3.2,0,1,1,Low,Snack,4.47,Hot
562,Recipe_562_Mediterranean_dinner,Instructions for recipe 562,20,35,Intermediate,Mediterranean,dinner,901.0,48.0,102.4,53.5,1,0,0,0,0,0,1,1,1,21.0,4.7,7.4,1.9,2.1,Advanced,Basic,1,89,$,Rare,Savory,Soft,Evening,Spring,6.5,7.5,0,0,0,Low,Complete Meal,15.01,Room Temp
563,Recipe_563_Mediterranean_snack,Instructions for recipe 563,54,94,Advanced,Mediterranean,snack,1461.5,66.9,143.3,76.8,1,0,0,0,0,1,0,1,0,28.1,0.1,4.9,0.3,13.4,Beginner,Professional,1,90,$$,Common,Savory,Chewy,Anytime,Spring,9.8,3.7,0,0,0,Medium,Complete Meal,19.13,Cold
564,Recipe_564_Indian_lunch,Instructions for recipe 564,19,25,Basic,Indian,lunch,549.7,34.0,29.7,59.1,1,0,0,1,0,0,0,1,1,75.3,6.5,3.4,3.5,11.7,Advanced,Professional,0,81,$$$,Rare,Savory,Chewy,Morning,Winter,2.2,2.9,1,0,1,Medium,Snack,10.34,Cold
565,Recipe_565_Mediterranean_lunch,Instructions for recipe 565,20,58,Intermediate,Mediterranean,lunch,785.4,59.4,39.4,33.3,0,0,0,0,1,1,1,1,1,15.9,6.9,1.0,3.9,11.7,Intermediate,Professional,0,36,$,Common,Spicy,Soft,Afternoon,Spring,7.6,9.8,0,1,0,High,Snack,14.31,Room Temp
566,Recipe_566_Mexican_lunch,Instructions for recipe 566,34,65,Advanced,Mexican,lunch,301.1,7.1,67.0,6.2,0,0,0,1,1,0,1,0,1,10.7,7.7,3.2,1.6,6.5,Beginner,Specialized,0,28,$$$,Specialty,Savory,Creamy,Evening,Spring,3.9,0.1,1,1,1,High,Side Dish,9.21,Hot
567,Recipe_567_Mexican_lunch,Instructions for recipe 567,23,52,Intermediate,Mexican,lunch,973.6,62.9,69.2,82.0,0,0,0,0,0,1,0,1,1,61.6,4.3,6.5,2.4,2.2,Advanced,Basic,0,87,$,Rare,Spicy,Creamy,Afternoon,Spring,7.6,4.1,0,1,1,High,Complete Meal,10.92,Hot
568,Recipe_568_Mexican_lunch,Instructions for recipe 568,24,44,Intermediate,Mexican,lunch,515.6,35.7,58.6,23.5,0,0,0,1,1,1,0,1,1,93.6,8.4,4.7,4.5,1.3,Intermediate,Basic,1,116,$$$,Specialty,Savory,Chewy,Afternoon,Fall,8.2,10.0,1,1,1,High,Snack,10.82,Hot
569,Recipe_569_Asian_lunch,Instructions for recipe 569,27,30,Intermediate,Asian,lunch,1114.2,61.4,58.9,73.3,0,0,0,0,0,0,1,1,0,38.7,2.1,9.6,4.4,5.3,Advanced,Professional,1,37,$$$,Common,Bitter,Crispy,Morning,Winter,3.7,2.1,1,0,1,High,Snack,19.25,Hot
570,Recipe_570_Asian_snack,Instructions for recipe 570,15,44,Intermediate,Asian,snack,772.8,41.2,82.9,47.8,1,1,0,0,1,0,1,1,0,93.3,1.0,7.2,2.6,11.3,Beginner,Basic,1,85,$,Rare,Umami,Creamy,Anytime,Fall,0.9,4.3,0,1,0,Medium,Complete Meal,12.18,Cold
571,Recipe_571_Asian_lunch,Instructions for recipe 571,29,46,Intermediate,Asian,lunch,967.4,61.5,93.6,41.5,0,0,0,0,1,1,1,0,1,40.2,7.2,6.4,0.4,1.6,Intermediate,Basic,1,25,$,Specialty,Sweet,Chewy,Morning,Spring,7.1,7.4,0,0,0,High,Side Dish,7.03,Cold
572,Recipe_572_Indian_dinner,Instructions for recipe 572,54,113,Advanced,Indian,dinner,518.6,19.2,62.0,37.2,0,0,0,0,1,1,0,1,0,68.4,6.9,5.2,4.5,8.2,Advanced,Basic,1,60,$$,Common,Bitter,Crunchy,Morning,All Season,1.3,3.2,1,1,0,Medium,Complete Meal,10.86,Hot
573,Recipe_573_Mexican_lunch,Instructions for recipe 573,8,27,Basic,Mexican,lunch,606.3,28.7,54.4,21.2,0,0,0,0,1,1,0,0,0,48.8,2.0,4.7,5.0,1.4,Advanced,Specialized,0,115,$$,Common,Spicy,Creamy,Anytime,Spring,6.1,6.6,0,1,1,High,Snack,11.01,Room Temp
574,Recipe_574_Indian_breakfast,Instructions for recipe 574,8,19,Basic,Indian,breakfast,324.9,12.2,55.2,14.9,1,0,0,0,0,1,0,0,1,32.2,0.7,8.5,1.8,8.1,Intermediate,Basic,0,65,$$$,Specialty,Sweet,Creamy,Evening,Fall,5.3,1.7,0,0,1,Medium,Complete Meal,6.51,Cold
575,Recipe_575_Western_dinner,Instructions for recipe 575,7,16,Basic,Western,dinner,509.4,26.5,39.7,31.8,0,0,0,0,0,0,0,1,1,23.7,1.4,6.2,3.0,5.6,Intermediate,Basic,0,21,$,Rare,Savory,Crispy,Evening,Summer,9.6,6.4,1,0,0,Medium,Snack,11.76,Hot
576,Recipe_576_Asian_snack,Instructions for recipe 576,62,49,Advanced,Asian,snack,1022.5,61.1,72.8,43.0,0,0,0,0,1,0,1,1,1,5.7,0.8,1.3,1.1,11.3,Beginner,Specialized,1,65,$$$,Specialty,Spicy,Crispy,Anytime,Winter,3.6,1.2,0,0,1,Low,Side Dish,3.15,Room Temp
577,Recipe_577_Mexican_dinner,Instructions for recipe 577,18,24,Basic,Mexican,dinner,448.0,9.9,63.3,21.8,0,0,0,0,1,0,0,1,1,21.5,4.4,2.1,1.2,5.4,Intermediate,Specialized,1,69,$$$,Specialty,Umami,Crunchy,Morning,All Season,6.6,6.9,0,1,1,Medium,Side Dish,17.83,Room Temp
578,Recipe_578_Western_breakfast,Instructions for recipe 578,13,23,Basic,Western,breakfast,427.9,18.1,32.6,41.5,1,0,1,0,0,0,1,0,0,3.3,4.0,3.9,1.9,7.8,Intermediate,Basic,0,73,$$$,Specialty,Spicy,Creamy,Anytime,Summer,3.0,1.3,0,1,1,Medium,Snack,5.96,Room Temp
579,Recipe_579_Mexican_dinner,Instructions for recipe 579,18,57,Intermediate,Mexican,dinner,713.9,28.9,107.2,46.4,1,0,0,0,1,0,1,0,1,92.6,1.7,5.3,3.6,6.0,Beginner,Professional,1,74,$$$,Specialty,Sweet,Soft,Evening,Fall,0.3,7.3,1,0,1,High,Snack,12.74,Room Temp
580,Recipe_580_Western_snack,Instructions for recipe 580,26,30,Intermediate,Western,snack,1275.1,65.0,109.3,86.5,0,0,0,0,0,1,1,1,0,54.1,0.4,2.0,1.1,6.1,Advanced,Specialized,1,65,$,Common,Sweet,Crunchy,Evening,All Season,5.7,7.6,0,1,1,Medium,Snack,17.01,Cold
581,Recipe_581_Mexican_breakfast,Instructions for recipe 581,34,40,Intermediate,Mexican,breakfast,1010.3,68.7,59.5,66.4,0,0,0,0,1,0,0,0,1,69.9,9.1,4.3,2.5,9.7,Advanced,Professional,0,58,$$,Common,Spicy,Crunchy,Evening,Fall,9.3,1.9,0,1,0,High,Side Dish,13.57,Hot
582,Recipe_582_Mexican_lunch,Instructions for recipe 582,39,31,Intermediate,Mexican,lunch,665.6,40.4,70.9,16.8,0,0,0,0,0,0,1,1,0,28.1,1.6,4.9,2.3,11.9,Intermediate,Specialized,1,87,$$$,Common,Sweet,Chewy,Evening,All Season,0.5,9.0,1,1,1,Low,Complete Meal,15.6,Hot
583,Recipe_583_Mexican_breakfast,Instructions for recipe 583,60,93,Advanced,Mexican,breakfast,2471.3,124.5,173.8,123.6,0,0,0,0,0,1,0,1,1,52.8,2.4,1.8,0.3,8.3,Advanced,Specialized,0,81,$$,Common,Sweet,Crunchy,Afternoon,Fall,6.3,5.9,1,0,1,Medium,Complete Meal,11.2,Room Temp
584,Recipe_584_Indian_lunch,Instructions for recipe 584,28,31,Intermediate,Indian,lunch,1361.1,83.6,77.3,97.8,1,0,0,0,1,0,0,0,1,99.5,1.0,9.3,0.5,10.8,Intermediate,Basic,1,24,$$,Rare,Umami,Chewy,Anytime,Spring,4.1,8.1,1,0,1,Low,Side Dish,12.55,Room Temp
585,Recipe_585_Indian_lunch,Instructions for recipe 585,53,62,Advanced,Indian,lunch,1053.8,31.2,92.8,49.8,1,0,1,0,0,0,0,0,0,61.4,2.6,6.8,2.7,8.4,Intermediate,Basic,0,109,$$$,Specialty,Bitter,Chewy,Anytime,All Season,5.1,6.5,0,1,0,Medium,Snack,10.63,Cold
586,Recipe_586_Indian_breakfast,Instructions for recipe 586,19,17,Basic,Indian,breakfast,531.5,20.9,79.9,23.9,0,0,0,0,1,0,0,1,1,44.8,0.5,4.6,2.2,14.3,Advanced,Professional,0,41,$$$,Specialty,Umami,Creamy,Afternoon,Summer,4.2,6.1,1,1,1,High,Snack,6.04,Hot
587,Recipe_587_Mexican_breakfast,Instructions for recipe 587,54,117,Advanced,Mexican,breakfast,1016.9,62.1,88.7,39.0,0,0,0,0,0,1,1,0,1,23.2,8.1,2.8,2.2,14.6,Intermediate,Basic,0,84,$$$,Common,Savory,Soft,Evening,All Season,7.0,5.4,1,0,1,Medium,Complete Meal,17.34,Cold
588,Recipe_588_Mexican_snack,Instructions for recipe 588,35,51,Intermediate,Mexican,snack,642.6,42.6,59.4,33.2,0,0,0,1,1,0,1,1,0,31.7,2.8,4.8,3.3,13.5,Beginner,Professional,1,41,$$,Specialty,Sweet,Creamy,Evening,Winter,9.8,7.0,0,0,0,High,Complete Meal,13.78,Room Temp
589,Recipe_589_Mexican_snack,Instructions for recipe 589,11,28,Basic,Mexican,snack,264.8,8.6,70.4,6.6,0,0,0,0,1,0,0,1,0,32.1,8.8,6.4,3.9,13.7,Intermediate,Basic,1,55,$$$,Specialty,Spicy,Soft,Afternoon,All Season,4.3,5.1,1,0,0,Low,Side Dish,13.38,Hot
